epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,3189.45,0.77267,0.39706,0.00239,0.66395,0.86279,0.7104,0.54179,1.03503,0.76784,0.00341,0.000420875,0.000420875,0.000420875
69,3235.14,0.75761,0.38618,0.00228,0.68245,0.82919,0.68019,0.51903,1.02466,0.77185,0.00334,0.0004085,0.0004085,0.0004085
70,3280.95,0.73218,0.37422,0.0021,0.67031,0.85516,0.69813,0.52681,1.00484,0.79907,0.00325,0.000396125,0.000396125,0.000396125
71,3327.04,0.73606,0.37481,0.00213,0.6598,0.85137,0.70282,0.52281,1.05042,0.80411,0.00342,0.00038375,0.00038375,0.00038375
72,3372.91,0.7143,0.36986,0.00207,0.65198,0.87294,0.7003,0.52295,1.01373,0.82619,0.00321,0.000371375,0.000371375,0.000371375
73,3418.9,0.72218,0.37002,0.00222,0.67258,0.86523,0.69619,0.52257,1.00706,0.78148,0.00325,0.000359,0.000359,0.000359
74,3464.52,0.729,0.35954,0.00219,0.60085,0.89249,0.67819,0.49988,1.02289,0.79796,0.00335,0.000346625,0.000346625,0.000346625
75,3510.21,0.71722,0.36329,0.00209,0.60323,0.89908,0.69122,0.51756,1.02994,0.82438,0.00339,0.00033425,0.00033425,0.00033425
76,3556.19,0.74324,0.36519,0.00216,0.64976,0.86147,0.67665,0.50601,1.01339,0.8708,0.00328,0.000321875,0.000321875,0.000321875
77,3602.08,0.70927,0.36519,0.00209,0.67317,0.86922,0.68527,0.51774,1.00732,0.8018,0.00326,0.0003095,0.0003095,0.0003095
78,3648.06,0.69209,0.35815,0.00211,0.7126,0.80122,0.70933,0.53494,1.0282,0.81575,0.00335,0.000297125,0.000297125,0.000297125
79,3693.53,0.6685,0.33394,0.002,0.74096,0.79853,0.74466,0.56926,1.02563,0.78119,0.00335,0.00028475,0.00028475,0.00028475
80,3739.37,0.68925,0.36768,0.00197,0.71225,0.81253,0.7344,0.55584,1.03876,0.78797,0.0034,0.000272375,0.000272375,0.000272375
81,3786.02,0.65994,0.33445,0.00197,0.73642,0.81071,0.72114,0.54242,1.04945,0.78014,0.00341,0.00026,0.00026,0.00026
82,3832.04,0.65163,0.33179,0.00186,0.76292,0.77286,0.82244,0.63748,1.01248,0.82166,0.00336,0.000247625,0.000247625,0.000247625
83,3877.89,0.66339,0.3533,0.00202,0.67853,0.84195,0.71115,0.52931,1.01773,0.81792,0.00331,0.00023525,0.00023525,0.00023525
84,3923.9,0.6357,0.32576,0.0018,0.71182,0.84031,0.76074,0.57635,1.00357,0.7613,0.00328,0.000222875,0.000222875,0.000222875
85,3969.85,0.64475,0.32748,0.00185,0.70732,0.84841,0.7672,0.58358,1.0226,0.8234,0.00331,0.0002105,0.0002105,0.0002105
86,4016.5,0.63769,0.32987,0.00183,0.76416,0.79399,0.88936,0.68606,1.0257,0.80543,0.00332,0.000198125,0.000198125,0.000198125
87,4062.81,0.63835,0.3296,0.00182,0.71951,0.82376,0.76475,0.58466,1.03723,0.78066,0.00335,0.00018575,0.00018575,0.00018575
88,4108.44,0.62932,0.32198,0.00179,0.75769,0.76348,0.88724,0.69519,1.02407,0.81006,0.00334,0.000173375,0.000173375,0.000173375
89,4154.35,0.62455,0.31185,0.00175,0.73169,0.77122,0.79866,0.59854,1.02681,0.8261,0.00339,0.000161,0.000161,0.000161
90,4200.02,0.60471,0.31362,0.00178,0.67087,0.84253,0.75447,0.57671,1.02051,0.83431,0.00335,0.000148625,0.000148625,0.000148625
91,4248.9,0.58809,0.27029,0.00187,0.66984,0.86756,0.72849,0.55265,1.0426,0.74571,0.00345,0.00013625,0.00013625,0.00013625
92,4294.42,0.57378,0.25431,0.00191,0.72043,0.84002,0.72198,0.54436,1.05875,0.74644,0.00344,0.000123875,0.000123875,0.000123875
93,4339.32,0.56667,0.25369,0.00189,0.70333,0.84561,0.71828,0.53574,1.03734,0.7863,0.00342,0.0001115,0.0001115,0.0001115
94,4384.93,0.57227,0.24809,0.00184,0.68019,0.83984,0.70917,0.52746,1.0549,0.79066,0.00347,9.9125e-05,9.9125e-05,9.9125e-05
95,4430.21,0.55618,0.25073,0.00185,0.66878,0.8675,0.70105,0.53116,1.03583,0.78701,0.00339,8.675e-05,8.675e-05,8.675e-05
96,4475.55,0.54502,0.24688,0.00181,0.67885,0.85679,0.71907,0.53942,1.03328,0.79182,0.00339,7.4375e-05,7.4375e-05,7.4375e-05
97,4520.98,0.54376,0.2461,0.00173,0.65145,0.88257,0.71739,0.53813,1.03672,0.80239,0.00339,6.2e-05,6.2e-05,6.2e-05
98,4566.18,0.53888,0.24038,0.00175,0.65725,0.87758,0.71512,0.54362,1.03477,0.79582,0.00339,4.9625e-05,4.9625e-05,4.9625e-05
99,4611.55,0.53691,0.23346,0.00175,0.67652,0.86718,0.71516,0.5373,1.03824,0.79386,0.00341,3.725e-05,3.725e-05,3.725e-05
100,4656.84,0.52583,0.22607,0.00166,0.67845,0.86783,0.71615,0.53626,1.04062,0.79468,0.00342,2.4875e-05,2.4875e-05,2.4875e-05
